time_step,entropy,complexity
464,0.99429008,0.46153846
465,0.99676592,0.47152847
466,0.99479240,0.51948052
467,0.99983801,0.48551449
468,0.99349305,0.46553447
469,0.99636790,0.48351648
470,0.99656980,0.49750250
471,0.99983801,0.47952048
472,0.99656980,0.46553447
473,0.99866848,0.47352647
474,0.99550238,0.51348651
475,0.99939447,0.48351648
476,0.99731957,0.46953047
477,0.99503486,0.48951049
478,0.99983801,0.48951049
479,0.99930806,0.49150849
480,0.99955001,0.48351648
481,0.99955001,0.48151848
482,0.99594673,0.51948052
483,0.99911793,0.51148851
484,0.99998200,0.48951049
485,0.99714080,0.50349650
486,0.99968250,0.51148851
487,0.99987833,0.50749251
488,0.99961914,0.46353646
489,0.99854170,0.47552448
490,0.99731957,0.51548452
491,0.99890474,0.50549451
492,0.99996472,0.48751249
493,0.99921588,0.52747253
494,0.99930806,0.52347652
495,0.99991289,0.48551449
496,0.99930806,0.48551449
497,0.99974010,0.49950050
498,0.99998200,0.51948052
499,0.99991289,0.51348651
500,0.99955001,0.50949051
